Coord_X,Coord_Y,label
-4.01669720855252,-0.26588987669955044,Red
0.9867306601386265,-4.358786589890066,Blue
2.42216780981201,-9.20696741431999,Blue
8.100623575252527,-10.856232978790576,Blue
-4.0712242952947095,-3.0444459864698015,Red
-4.385295680415455,1.8502964090291085,Red
1.1757427515419403,-10.353794722348004,Blue
-4.695750173354751,2.876621048241809,Red
7.350392442049274,-6.044965537477077,Blue
2.1506208380718146,-11.148734239698815,Blue
6.394090594910318,-6.454295965885239,Blue
-4.597647744077428,1.0994824437895303,Red
4.840722602253514,-11.287168586232356,Blue
3.502450864300206,-14.2889901309304,Blue
4.241644780467388,-5.324567686126377,Blue
-8.165724615470147,0.4273002556124428,Red
-3.9686074385026093,-4.879294955030488,Red
4.572951807081063,-9.87957275533167,Blue
-6.050900220394104,-5.18502690040291,Red
3.9428856010835576,-10.184721488317726,Blue
0.42505064903344447,-7.275605826816869,Blue
2.73507583558957,-12.365609828341086,Blue
-6.2180701613522995,1.7793284246872294,Red
-3.9996139887758075,3.0645358602314405,Red
-5.514857451717224,2.5681641658156935,Red
6.193483175313796,-9.459747998139031,Blue
-4.130795869861695,-2.2346261477379157,Red
2.5822330776482296,-8.065457214990552,Blue
5.032191760020791,-7.91326688940024,Blue
8.311536667801699,-9.000806252407399,Blue
4.056667459082697,-9.506144772455384,Blue
-4.121985399339808,-0.5853084021897001,Red
-9.712445730096302,-3.7693380410996067,Red
-7.102234630376245,0.9418526226456447,Red
3.8395358949725775,-12.734611546587772,Blue
6.42338956806958,-4.803486885202906,Blue
-5.115203385840259,-2.8433149521463092,Red
-7.2281881313851,0.4034115637595652,Red
2.103667781279747,-11.168126512451888,Blue
3.399093850614287,-11.49509771939908,Blue
-7.018969680792427,-1.5298861425068895,Red
3.4451658727881176,-9.1947808546862,Blue
-2.704070650175277,-1.1093843845235856,Red
-5.822171928033276,0.18968487843074255,Red
-2.032167409580451,3.9198684912015676,Red
4.950540251239204,-7.8068224758652445,Blue
-2.4569245215097637,-1.0619845550994116,Red
1.9741497283864184,-7.488679562684369,Blue
5.1440827721828555,-9.27652228604238,Blue
-5.006713659990035,-0.2641327945166426,Red
-4.021672003652618,0.28386534204872205,Red
-8.390338430457057,-0.1814061731056147,Red
-2.944815175212241,0.28001421340836097,Red
-3.95826101771,2.096651384688148,Red
-3.7408117674723607,-2.121231371333631,Red
-5.904417583397797,-0.8533980603121643,Red
2.608830367960723,-6.430911021655623,Blue
-7.7105918106781015,0.6688808360374034,Red
4.208228718838962,-7.537652022467974,Blue
-7.940973680271331,2.229486572981202,Red
-5.0051728259293835,-1.6143364085189411,Red
-7.039265148953071,-0.5788499890357004,Red
4.415151990854764,-6.50609338671862,Blue
8.121864546538623,-9.54400243876744,Blue
3.4976866256099517,-10.374704620622065,Blue
-3.4830232352437758,-1.4948590102020818,Red
-9.199805259917337,-2.9504889260130738,Red
-7.158166842416278,0.5196738446480762,Red
3.9434958538804654,-8.900648529130411,Blue
-5.99850982014656,-3.244305564649487,Red
-3.6560837637742827,-1.1438053610132939,Red
6.899195827985777,-9.20712102281703,Blue
-4.5378991515226055,-4.093887712450423,Red
6.038755012214549,-10.264114515751686,Blue
3.39619026749732,-9.928977766267632,Blue
-8.16835644942238,-0.5637120852890742,Red
6.89908901537551,-6.475858015687268,Blue
-4.512134589213015,4.068038119335159,Red
-8.219493115932215,-2.0925640627762325,Red
-6.471026236966404,-2.5298573957355766,Red
-4.037069108468928,4.200830901713252,Red
-6.098439834313291,2.076205876750081,Red
9.152143450454343,-6.994237589273292,Blue
-5.427329664352939,-0.2595139591044593,Red
3.5737994581379846,-7.6720027107223645,Blue
6.687111908660317,-10.057576667285707,Blue
-5.190824434748064,-0.7343434019530604,Red
-6.213071497457543,-1.2387719080096684,Red
5.137856950001006,-6.429389764715113,Blue
-5.367594979044703,-0.18946446836977593,Red
-5.863401845854549,-2.3812737131881656,Red
