Coord_X,Coord_Y,label
-1.8719080263467403,-7.585525793052074,Red
-7.574171588643823,6.286788681888238,Blue
-3.378213238513238,1.0073860036588638,Blue
-8.941956250542393,3.6595421897037483,Blue
-4.059090420610564,-10.32648415879329,Red
-0.9299209480403455,-10.588040355658613,Red
-10.030975605576728,2.059209173931983,Blue
-4.941606436978844,2.8223270663085938,Blue
-2.238826855475804,-8.608236990647407,Red
-12.947066184666504,3.4947995915093837,Blue
-2.1404496115193647,-7.3895042617586615,Red
-3.6976814665799296,2.7931912923065525,Blue
-3.633494305639137,-11.970123595698926,Red
-4.717149762612546,-9.776484906544756,Red
-2.041039114773923,-6.359922933535078,Red
-6.767563524442373,6.3509911374822225,Blue
-9.766924692998966,4.936691063965732,Blue
1.4067067754827924,-9.940513730830553,Red
-0.36421447451592015,-12.969151383513143,Red
-8.055327759579235,3.536460569412423,Blue
-3.718196529558015,4.2163807886284905,Blue
-3.7067882736852296,-10.580343501804053,Red
-6.061247568234245,3.949306162627161,Blue
-7.235113724689038,2.0001546558257113,Blue
-8.809657296019829,3.524745418565871,Blue
-7.6758790859239685,0.9489376270731644,Blue
-9.712241146228973,6.587713106910433,Blue
1.075294622391894,-10.00085544721742,Red
-8.47812137098943,5.999719721607881,Blue
-6.951498500492226,6.149679397842267,Blue
-7.856108346118255,4.514806301932246,Blue
-1.9486699986287295,-9.60995459700045,Red
-5.584948660433593,4.09441330632952,Blue
-10.139459833274962,2.307499709809223,Blue
-1.8882627365335054,-11.766107028643113,Red
-7.625649029701135,3.4242846926756707,Blue
1.7586432965311927,-9.426080706936782,Red
-5.934734544400605,7.19922317385705,Blue
-0.5088969431157069,-9.816841761690855,Red
-8.469656140104984,0.9356694525520628,Blue
-2.251549203179686,-10.029932707129595,Red
-8.842483845909781,6.271760013506707,Blue
-9.847755278632615,5.327267477883319,Blue
-10.560866058380043,9.788916433853135,Blue
-4.039264418509543,-8.296296324729028,Red
-2.1333327476162744,-9.68175889358502,Red
-6.641501403166545,4.213765593455777,Blue
-4.788751415283778,5.484017843584652,Blue
-10.14411070913022,3.9847836369288636,Blue
-6.344886512001958,5.825935884275543,Blue
-7.401197384668535,4.282297900467563,Blue
1.1486196712980967,-10.833308380553826,Red
0.8904398134313016,-4.428473932302387,Red
-9.736110213684773,5.176853019800982,Blue
-3.6492974660456032,-10.07145173144425,Red
-1.3017682864579179,-10.135981905134946,Red
-4.245927371196334,4.895953587523753,Blue
-6.522722332434893,6.710821339774367,Blue
-0.14716937704201882,-8.89762081013465,Red
-7.203891704788193,6.724392574591531,Blue
-3.975347222328343,3.189216991892521,Blue
-7.401738587984488,5.432871192958245,Blue
-8.088980542611273,1.3236703221399355,Blue
-1.3566348323877213,-8.534023295832682,Red
-10.749234380722369,3.8840192501778983,Blue
-6.894778261526627,8.006340042524638,Blue
-9.349450286524595,1.5433018096771982,Blue
-9.820809238985921,3.9037856925497643,Blue
-11.874327025121751,3.8779409635717625,Blue
-3.093086306926251,-13.107996625198997,Red
-7.589318876176263,3.131596374160531,Blue
-4.043037001517532,-11.26222762908342,Red
0.3959833515984985,-13.54055637221936,Red
-4.470796473371688,-9.559435461240158,Red
-1.821082656865947,-8.98939972475559,Red
-4.915293027619743,5.074274268586807,Blue
-3.3506788199500157,3.3549872753505126,Blue
-0.21759145632232801,-10.358295676383271,Red
-9.511507359206995,3.725681852055274,Blue
-2.0752204064349327,-12.207935635262903,Red
1.2005172832485886,-9.518736333301666,Red
-3.0809872501158466,5.256965810709091,Blue
-1.120892307202689,-10.34775138822943,Red
-0.2453824540002596,-9.979217775318888,Red
-0.4512708075432095,-6.619186082066702,Red
-4.126493198409955,3.027276609283832,Blue
-4.987104415801591,-9.397836456624745,Red
-9.693419704380373,3.906029229555533,Blue
1.0650414951835128,-8.417609832912932,Red
0.43176921307241,-7.683096598123681,Red
-4.843424719790285,6.095327602221303,Blue
-7.830347259574209,0.059183236558689956,Blue
-5.462122271628116,2.058991140454386,Blue
-2.338005549329222,-12.52541204545187,Red
-8.060005949472993,3.30902568104277,Blue
-6.38018783209193,6.01246509780616,Blue
-5.041966403017852,5.07666145137593,Blue
-1.7207621489550242,-11.915600459912243,Red
-3.283565798620595,-8.557767007997837,Red
-3.277034296998936,3.1469680167666922,Blue
-5.2449389797179755,-13.733003545608003,Red
0.7584500955202915,-10.777090418066388,Red
-10.004301647809987,6.482691608446965,Blue
-10.696724834538262,2.267874822589321,Blue
-6.171808931139929,3.56130093826616,Blue
-1.3455260878737318,-9.430362609841326,Red
0.595194847823592,-9.56223451876288,Red
0.800387503420235,-9.003484888038196,Red
-1.790198370189581,-8.3075877389576,Red
0.49889716613201607,-8.502812717188636,Red
-10.009995552025455,3.441155377136925,Blue
-8.196988813307335,3.9412527280795002,Blue
3.344745483332991,-7.678967052845744,Red
-1.3294700746591706,-13.968002439482017,Red
-2.5571360640771723,-9.457732233136047,Red
-4.003870642248685,-10.051001319479436,Red
-9.311370065200215,4.011884346660735,Blue
-8.84993933076289,6.382121994725088,Blue
-5.763286104521146,-10.831885508090378,Red
-10.40753136545274,3.313806765526581,Blue
-9.86649565655873,6.145294795904593,Blue
-1.9543160258615349,-10.6130894218661,Red
-2.154894548887077,-8.291336584293287,Red
-6.488873414288455,1.4674293465196877,Blue
-1.8375114074502616,-5.045560943526457,Red
-0.6122635347045062,-10.947635638611853,Red
-4.2182350754102735,-7.712824260297041,Red
-2.623290984105982,-8.597875090684022,Red
1.3023211109411523,-9.969717492761689,Red
-1.9311800608814382,-10.89393696874614,Red
-4.563117362729118,2.509795265447869,Blue
0.6664285348501164,-8.94766083780034,Red
-10.249932902676566,4.959519241666738,Blue
-5.868117422175653,2.8618146647217917,Blue
-9.14724714298524,2.0360517956101765,Blue
1.1475549141636794,-11.563445707496369,Red
-8.29745355541615,5.365843354783147,Blue
0.20908865614992278,-11.461640841560301,Red
-7.1204805067047205,0.9818289750236406,Blue
-0.09393590211622493,-9.145666851802256,Red
-2.261146464609543,-12.311544465190885,Red
-3.162416612913764,-10.603473433012296,Red
-7.525376198442245,8.116124013487443,Blue
-0.3425465352733861,-6.704746546531906,Red
-2.5324330793762098,-11.805284010630146,Red
0.8864791797840201,-6.055952218315673,Red
-1.7150348291764514,-12.10097337858285,Red
-0.24990200037871313,-10.08824113515745,Red
-10.597402104068017,2.365367402093148,Blue
-5.426540350860613,7.141907392167742,Blue
-2.095819436898138,-11.088040687035148,Red
-2.886073314166852,-9.391181004061652,Red
-6.797638832670945,8.02390274053995,Blue
0.3050395660627836,-9.317049891557796,Red
-12.057830711113137,1.4753045895266026,Blue
-2.3898767167159742,-12.437853456809613,Red
-3.1198143051939695,-8.062245418049214,Red
-9.282257825857355,2.3481355514839644,Blue
-10.393526497371493,5.742149350816979,Blue
-6.3697946301982435,4.270457453452842,Blue
-6.569174821578178,4.6444772752229895,Blue
-7.361244118640084,-0.6815859056594578,Blue
-0.1651588039035421,-8.482307665968326,Red
-0.8205736012724143,-6.313417827542339,Red
-2.3733592087048887,-9.167225552951718,Red
-2.0858311651868013,-10.068016878062586,Red
0.12787933558329323,-9.72550319625461,Red
-2.4369431080317234,-12.127735488873526,Red
-8.107944418270558,2.5714579255836285,Blue
-2.582351367697162,-8.548710790132157,Red
-1.002843984898731,-9.800159209907815,Red
-8.861242195783396,5.65166614012983,Blue
-3.7651258044198763,-10.536080458538006,Red
-8.351019153983474,1.7064249412798516,Blue
-2.2397981814848347,-10.9932157656244,Red
-1.0591347031681726,-10.087058738596358,Red
-1.4080907977850379,-14.108074717395734,Red
-0.1563798393830138,-8.39415967095271,Red
-1.566979976893616,-5.49290406232305,Red
-2.2111628876578653,-11.717188711688891,Red
-9.16492462048042,1.6543165886245466,Blue
-1.7408237968597926,-5.09247101375069,Red
1.8895466001285737,-9.719818256244338,Red
-5.995312862636622,2.522204852398272,Blue
-5.071701261630528,-13.002957546910626,Red
-2.354349527057491,-11.874241217588224,Red
-7.978561543714025,4.8196370460554325,Blue
0.5695376301373374,-8.880536224266187,Red
-1.2248509411001636,-8.998029526969038,Red
-5.839958467595969,-9.80275229023649,Red
-8.503595703713133,4.422082600190435,Blue
-9.337856243648375,5.680225879794527,Blue
-1.4905031776160094,-4.942179117036363,Red
-9.871409495992719,4.14540840130738,Blue
-9.78284688697267,2.2889073760544862,Blue
-2.657700375002242,-6.619476586648327,Red
-0.18093340703332017,-9.377139483807863,Red
1.6941327567907436,-13.168956549058974,Red
-4.267105647542586,-11.163936841711841,Red
-9.251786630527661,0.8229860933037063,Blue
-0.5354604023740452,-5.447485607116928,Red
-4.926943487629774,-7.016538492531833,Red
-0.7578768116300783,-15.169007653757635,Red
-0.6347001045986744,-10.074387342815314,Red
-9.25276553921869,6.625467156302024,Blue
1.6055442307234502,-8.396778090409509,Red
-9.971833100632582,8.155405391363502e-05,Blue
2.638251512565855,-8.008849922941979,Red
-9.030538863681318,3.567054760095553,Blue
-2.3151054326761016,-12.302339613602776,Red
-7.232525568932298,4.051529256101377,Blue
1.036546446614358,-8.56256669088466,Red
0.5539216865787999,-8.97210791586578,Red
-0.22282525071482917,-14.529016462424995,Red
-9.019354687768345,6.675875841114635,Blue
-9.968728898954383,3.5664593854002655,Blue
-11.267552933601882,4.183346815309428,Blue
-1.3434618543904826,-5.714917262969291,Red
-4.351669501211604,-9.065839239624488,Red
-1.3889586095096063,-10.695270060807468,Red
-6.974495892742311,1.4552426874171251,Blue
-8.180769034398066,6.525105561816144,Blue
-4.031642195648981,-8.569055018846639,Red
-3.9749292735430934,-7.35354836960329,Red
2.2504085266037404,-5.186683266526448,Red
-5.17156141094036,4.693140177818638,Blue
-3.859497682846194,-11.249804788130797,Red
-6.606751018106749,5.533114928431988,Blue
-0.2035020784179784,-7.838227959410144,Red
-0.3040833988228102,-13.58935105621383,Red
-2.2581728957379825,-9.725466545744508,Red
-0.8464102461625265,-8.231390697324759,Red
-1.855939358874611,-10.415695235780278,Red
-6.0325263779037765,3.2445584745888185,Blue
-8.110608968747309,1.651746256986089,Blue
-1.5220806372034787,-12.66484580043583,Red
-0.8498944810298391,-8.196994987972628,Red
-3.5914878953403555,-10.44214921067091,Red
-0.21026038377693768,-6.545743652903317,Red
1.9328273530982205,-7.15584076742846,Red
-5.068854385874441,-8.444006209087338,Red
-8.12611052980947,4.266759321797339,Blue
-10.504323476502716,6.165110555194492,Blue
-1.6513795887882048,-9.327250085004565,Red
-6.743028929069422,3.131509529546215,Blue
-7.4028809829227455,6.6881422865899935,Blue
-1.6966786330199457,-11.196265815933625,Red
-4.253493943764724,4.750785406414544,Blue
-7.295243944911334,5.817895841467785,Blue
-1.096667148870759,-10.787490133626727,Red
-8.760757679596505,6.076603883123184,Blue
-4.613200826151646,7.304447452764833,Blue
-2.858679351916296,-10.344893890187928,Red
-4.625237798323164,3.789274888437478,Blue
-0.05464114308155166,-9.649000928586396,Red
-7.759147765901647,5.210127590150041,Blue
-2.470353211435174,-5.560152592254846,Red
-7.523649402237517,3.832691023745181,Blue
-0.8325001737359276,-9.773528204465695,Red
-6.971995242284038,2.7294862645837927,Blue
-3.8246325141725355,-4.267546339060584,Red
-3.86871219894019,-10.689951486862068,Red
-0.9954550863219056,-11.42721719515026,Red
-0.9809961410392555,-6.79613226659057,Red
1.3482180744362005,-10.523318460289651,Red
-7.111540021970234,2.2819959583168927,Blue
-3.87335430742115,7.435413691320667,Blue
-7.859422639556358,0.039495886765426036,Blue
-2.779788436760498,-8.986054420370452,Red
-0.2214178322228324,-13.089323818527323,Red
-9.181639640750486,4.474729203415271,Blue
-2.849629949514922,-9.51691797112583,Red
-3.118607718043381,-10.345145771289276,Red
-6.426708965798281,3.6718766501160367,Blue
-0.43305283294541597,-8.744759009251664,Red
-9.130240262737882,2.857964110189087,Blue
-9.831486469315076,5.998766838135213,Blue
-8.228059220894364,5.29678374700987,Blue
-8.343334538134744,5.129961921759906,Blue
-7.8358942515227135,6.3506915450816575,Blue
-10.470669471112753,-0.6469088738765514,Blue
-4.628773561984282,-11.052347950822146,Red
0.4581703286894059,-12.462523917384505,Red
-9.272893833210656,3.421199370207265,Blue
-9.205188478956261,6.463777872696977,Blue
-7.445868576208942,2.306688507323928,Blue
-9.38417521674024,4.9844384313485515,Blue
-5.658352602872354,-11.811676509752665,Red
-9.522716610284085,4.907105434508697,Blue
-0.8985314485175193,-8.54607586131053,Red
1.831328389663458,-10.280879642701374,Red
-0.48949424306932054,-9.970823232442541,Red
-8.460919633959628,5.683205507868804,Blue
-9.989859087308385,2.3979099725449133,Blue
-4.858589807458536,3.5529170038312086,Blue
-5.673005842704924,5.706500632802798,Blue
-1.1205052706935787,-11.364184944785489,Red
-6.883455055584347,2.9379669456753885,Blue
-0.4625019956235157,-8.50612580006663,Red
2.454285721991983,-8.508768120475102,Red
-11.83148294876047,3.631547692692384,Blue
-3.2812545695076563,-9.050749411166452,Red
-9.175713714885896,1.8849655597177364,Blue
-7.351248749808725,1.1079949590433373,Blue
0.7920676558040247,-11.74588540124137,Red
-0.6399609420379355,-6.900360794084662,Red
0.0007555390311224652,-9.535592986912595,Red
-9.128991782206203,4.805935910574455,Blue
1.7244012524102237,-10.888654259425701,Red
-8.17622968307561,0.31119755526830684,Blue
-4.119847599691198,-10.13421738898613,Red
-8.848480249402225,3.997741838072268,Blue
-11.205305658629808,0.9930882968621293,Blue
-6.68643111062914,2.523094251489163,Blue
-3.87697441885508,-12.708912316110471,Red
-6.723401492358457,2.645349153765032,Blue
-9.525136786724755,4.8995499632160495,Blue
-7.122237798342346,8.478452914104224,Blue
-5.319153211589338,-7.2931194832627275,Red
-8.93504431007607,8.44945459218115,Blue
-2.1095765351250413,-12.574719858021087,Red
-0.7653336066520892,-8.575486267244633,Red
-2.164073722353497,-9.456265571567789,Red
-8.693400426110403,4.393207559949723,Blue
-0.8804235310956225,-8.819805622252474,Red
-3.6084106453404132,-13.452993269707472,Red
0.8292151877650964,-9.952684031839196,Red
-1.6960800431125804,-10.30721421386393,Red
-1.8374585186948937,-10.419235128483255,Red
-8.75867428753122,4.631270394843831,Blue
-0.8756075576574496,-9.602666714994495,Red
-10.339333532183977,4.038466549325002,Blue
0.3988663088514217,-10.563292208371074,Red
-8.52033800758295,5.978150342096256,Blue
-7.107406928935534,6.037225949710779,Blue
-0.09397688657930692,-8.6107199198705,Red
